id,price,bedrooms,bathrooms,sqft_living,sqft_lot,condition
8944290200,233703,3,2.25,1650,3788,3
3793501450,470000,5,3.75,3860,6901,3
7436500060,562000,4,2.25,2170,7007,3
1473200170,305000,3,2.5,1260,1622,3
6666830250,712198,4,2.5,2450,4247,3
2887700091,625000,4,2,2190,3622,5
4038800580,565000,5,2.5,2650,11455,3
3626039415,435000,3,2.5,1420,2581,3
2558640110,498000,4,2.75,2270,7375,4
1442740140,370000,3,2.25,2110,13300,4
2968800825,300000,3,1.75,1450,7620,4
5253300437,442500,4,2.5,2400,7092,3
1193000390,1300000,5,4,3366,7800,3
1823059030,159000,3,1,1320,6534,3
2568200170,798000,5,2.75,3220,5934,3
4027701291,550000,4,3,2760,13113,4
9510310280,696000,4,3.5,3650,38546,3
419000015,299950,4,1,1170,5400,5
1432400120,255000,3,1,1010,7690,4
1226039129,400000,4,2,1560,8250,3
3304040020,375500,4,2.5,2301,6452,3
3342102220,327000,4,1.75,1840,5100,4
6641800020,700000,4,2.5,3270,9650,4
5127001320,314950,3,1.75,1520,9600,4
9542830690,321000,3,2.5,2020,4183,3
7857000716,334998,2,1,1800,5182,3
1721801161,236000,4,2.5,1630,3060,3
7203220130,994900,4,3.5,3695,6556,3
2787700580,309500,3,1,1250,7320,3
3523029059,181000,2,1.5,1560,10807,2
3826500470,305000,3,2.25,1630,10962,4
1315300095,790000,4,3.5,2720,3000,3
3869900139,484950,3,2.25,1590,926,3
7852000340,482000,3,2.5,2420,7307,3
4298100240,660000,3,2.5,2680,28243,3
2144800615,190000,1,0.75,930,29258,3
9286100200,450000,3,2.5,1670,2589,3
114101516,310000,3,1,1430,19901,4
2822059091,213500,2,1.5,2060,7713,4
3279000070,215000,4,1.5,1430,8775,3
8856920260,380000,3,2,1840,8580,3
8665900168,635000,4,2.5,4260,36360,4
809002765,610000,3,1,1180,3400,3
6413600151,460000,3,2,1860,7232,3
6669020290,279950,3,1.75,1720,9775,3
623049315,330000,3,2.5,1680,11312,3
993000950,320000,2,1.5,1110,1200,3
9498200091,582500,2,2,1540,6804,5
5637500180,520000,4,1,2080,3500,5
507100005,285000,4,2,2120,6865,3
3586500620,685000,4,2.5,2650,25248,3
5215200010,663000,3,2.5,2480,37843,4
2026049184,680000,4,2.5,2440,6581,3
7771300035,328000,4,1,1360,8136,3
8691440220,1289990,5,4,4360,8030,3
9465200405,412000,2,1,910,6282,4
7202260210,710000,4,2.75,2780,6978,3
1796350080,239950,3,1.75,1230,9600,4
8946750170,281000,4,2.25,1677,3600,3
7696630080,197000,3,1.75,1690,7735,4
321049193,215000,3,2,1760,9282,5
3578401760,393000,3,2,1320,10720,3
2296700470,465000,4,2.5,2170,7700,3
9359300250,685000,4,2.5,2770,45514,4
1446403835,189000,2,1,790,7128,3
114101500,325000,4,1.75,1370,9993,3
5637200150,343500,3,2,1660,7509,3
3701900085,169000,3,1.5,1570,6450,4
8562890560,399000,4,3,3060,5000,3
5451210150,955000,5,2.25,2510,9887,3
4330600350,315000,3,2.25,2200,8750,4
396100110,282613,2,1,830,6017,4
2322069100,453000,2,1.5,1680,17400,3
1311200460,265000,4,1.5,2050,7100,3
2915200210,500000,2,1,680,5250,4
2023059052,450000,3,1,1350,92721,2
522059158,230000,3,1.75,1400,6956,4
5437400630,625000,4,2.25,1920,8259,4
7853221010,467000,3,2.5,1990,4978,3
1972201161,435000,1,1,670,1800,5
2475200370,350000,3,2.5,1630,5996,3
2344300220,1100000,4,3.5,2210,7597,4
5379804690,249000,3,1.75,2120,18335,3
4008400515,190000,1,0.75,780,77603,1
291310260,377500,3,2.25,1410,1377,3
723069013,255500,2,1,1440,43560,4
7852150720,405000,3,2.5,2070,4697,3
9578500820,424950,4,3.25,3266,5398,3
6752300120,258900,3,2.25,1400,10436,4
1269200150,358000,3,1.5,1150,27319,4
7167000040,700000,4,3,3350,199253,3
624110050,760000,4,2.75,3370,12447,3
1402650360,384200,3,2.5,2430,7613,4
7655900038,296000,2,1,1370,8400,3
4305700086,450500,2,1,1330,3698,3
8946780110,809950,4,3.5,3660,4903,3
5459500125,1000000,6,2.75,3600,9675,4
5450900060,1484900,5,2.5,4570,19252,5
2013801350,220000,3,1.75,1460,7226,3
7640400250,506000,2,1,1570,8210,4
3992700326,380000,3,1,1380,5400,4
3392100140,215000,3,1,1280,9775,3
8691360380,865000,4,2.5,3560,13981,3
5467910190,325000,3,1.75,1780,13095,4
4459800075,710000,3,2,2140,4923,4
1778350070,765000,4,2.75,2790,10819,3
2769602840,450000,3,1,1360,3737,4
7454000605,279000,2,1,670,6300,5
2968801366,350000,3,2.75,1650,5700,4
6332940070,510000,4,2.5,2430,5203,3
1254200075,460000,4,1.75,1750,5500,5
3629910210,699950,3,2.5,2510,4106,3
629800660,1675000,4,4.75,4790,25412,3
1796380960,223000,3,2,1670,6824,3
7979900806,294950,2,1,1060,7868,3
2877103726,791500,4,2,1510,3500,5
1973700030,2205000,3,2.5,3430,10177,3
2026049122,425000,3,1.5,1120,6653,4
1623089086,760000,4,2.75,3980,285318,3
1545801410,276900,3,2.5,1620,7320,3
9266700190,245000,1,1,390,2000,4
3959401880,395000,2,2,1960,4018,5
7010700550,595000,3,2.5,2030,5100,3
3438500880,325000,2,1,810,6827,3
6412600005,375000,4,1.5,1430,7232,3
293760150,1040000,4,3.5,4320,8490,3
2013802060,500000,2,1,1760,27332,4
1175001075,957000,4,3,2370,3836,3
8125200273,219950,3,1.5,1200,8404,3
5144000036,360000,3,1,1050,9206,3
2287000330,868500,5,2.5,2490,9639,4
7202360170,788600,4,2.75,3500,7200,3
2810600210,520000,3,2,1510,3760,5
7234601140,685000,3,2.25,1710,1193,3
3904940140,550000,4,2.5,2420,8056,3
9532000070,536000,4,2.5,2520,4831,3
5249803645,452000,2,1,1220,6000,3
3025300225,1450000,5,2.75,3090,19865,4
3797710010,350000,4,2.25,1770,7778,3
3304300080,588000,4,2.5,3060,7710,3
3223059123,550000,4,1.5,2750,128502,2
8562901350,640000,3,3.5,2480,10800,3
4083306345,1000000,4,1.5,2100,4560,4
424069130,584999,4,2.75,2050,17859,4
7525211410,425500,3,2.5,1970,2752,3
1982200480,724950,4,2.5,2860,3638,5
7697000150,284000,3,2.5,1660,4083,3
2472920680,440000,4,2.5,2880,8061,3
7934000090,340000,2,1,690,5200,3
8563000130,445000,3,1.75,1490,10844,3
5702380780,240000,3,1.75,1540,6687,3
2523039310,359000,4,2.5,1820,11325,3
7576700131,850000,3,2.25,2220,3707,4
7589700055,545000,2,1.25,1240,2150,3
3224900130,223000,3,1.75,1340,7473,4
8151600610,235750,2,1,740,11250,2
546001060,763000,4,1.75,1850,4388,5
1926049154,465000,2,1.5,1450,27075,3
1137300340,674250,4,2.5,2780,35000,4
4222310410,230500,3,2.25,1690,7245,3
4384000020,605000,4,2.5,2800,10786,3
3290800215,535000,2,1,980,4120,3
6147650430,320000,4,2.5,3130,5200,3
1338800785,1234000,4,3,2660,4600,3
4027701253,470000,4,2.5,1990,30083,3
6613001241,1415000,4,3,3110,4408,4
5029460180,260000,4,2.75,2250,7345,4
8106300090,479950,3,2.5,2810,4984,3
2459970020,360000,4,2.5,1950,5451,3
3052700432,490000,3,2.25,1500,1290,3
5051800130,798000,4,3.25,3500,10260,3
7227800065,199000,4,2,1440,9477,3
438000015,555000,4,1.75,2350,5946,3
7298030210,445000,3,2.5,2790,16173,3
2023049206,289950,3,2.5,1760,8584,5
339600010,352500,3,1,1000,4171,3
3856903515,705000,3,2,1460,6250,4
9528101214,650000,3,3.5,1494,1262,3
4237901075,733000,4,2.5,2210,5002,3
3630000080,450000,3,2.5,1480,1961,3
464001025,722500,4,3.5,2600,5100,3
8682281070,752500,2,2.5,2280,6230,3
3578110200,440000,3,1.75,1560,7207,3
7658600082,565000,2,2.5,1950,2457,3
1898700310,220000,4,1.5,1240,9600,3
7228501903,250000,1,1,780,1033,3
3876540600,273000,3,2.25,1930,8192,3
65000400,570000,4,3,1490,6766,5
126039323,417500,5,1.75,2060,10911,4
2473480310,365000,4,2.5,2140,7350,3
7788400170,230000,3,1,940,10875,3
8682281510,665000,2,2.5,2300,6984,3
2110200036,700000,5,3.25,2400,3118,4
3630200480,680000,3,2.5,2570,3600,3
1843100580,360000,4,2.5,2340,13445,3
7202330790,535000,3,2,2120,4080,3
6649900030,485000,3,2,1590,11222,4
2115200160,445000,4,2.5,2340,3784,3
7889600230,114000,2,1,730,5200,3
1024039001,1000000,4,2.75,3090,16538,4
9294300600,1240000,4,3,3010,6139,5
1770000330,500000,4,2.75,2630,15000,4
5419800510,268500,4,1.75,1420,7500,4
9268850030,420000,3,2.25,1620,1075,3
2909310100,332000,4,2.5,2380,5737,3
9268200348,439000,5,2,2610,5009,3
1423049019,220000,2,1,580,7500,3
5409800140,410500,4,2.5,3362,8601,3
2623069069,775000,3,2.5,2620,241200,4
1853080130,924000,5,2.75,3210,8001,3
5636000400,253000,3,1.75,1250,10122,3
3158500290,387990,4,2.5,2640,5595,3
8146100325,787000,3,1.75,1330,7500,3
4345000090,239000,3,2.5,1360,5754,3
369000690,403504,4,1,1060,5750,3
2856101105,488000,3,2.5,1590,2550,3
3363900111,437500,2,1,990,3120,5
7697870600,158000,3,2.5,1520,7200,4
526069024,950000,5,3,4530,258746,4
6071300500,550000,4,2.5,2060,9719,4
2621420060,275000,4,2.5,2060,5742,3
1149600120,695000,4,2.5,2650,9990,3
6817801020,475000,3,1.5,1930,11092,3
8682262720,495000,2,2,1580,5203,3
6679000390,269000,3,2.5,1560,4200,3
2239000016,324000,2,1,1070,6000,3
4239400300,90000,3,1,980,2490,4
225069017,850000,4,3,2720,183823,3
3210700380,640000,4,2.75,2100,11894,4
3363400655,549000,2,2,1980,6000,5
9406570300,382500,4,2.5,2980,8786,3
7854800090,799950,3,3,2900,11769,3
7347600507,235000,4,1.75,1450,8891,3
8901500178,700000,4,2.25,2440,9450,3
9414610070,502775,3,1.75,1700,9840,4
5649600462,370000,2,2.5,1390,1821,3
1441600020,960000,5,4,3720,15200,3
1133000050,362000,4,2.5,2360,7370,3
8000200090,280000,3,2.5,1610,10022,3
3586500770,808000,3,1.75,2590,32380,3
2329800140,291000,4,2.5,1580,6633,4
3343901641,365000,3,2.25,2430,7614,3
2838000180,700000,3,2.5,2230,4006,3
1622049182,386000,4,2.25,2050,9583,3
7905380080,330000,5,2.5,2620,12763,3
6744700900,795000,4,2.5,2570,13450,3
1423900080,260000,4,1.75,1360,7700,4
7853220610,457000,3,2.5,2050,5694,3
844000425,199999,3,1,960,10815,5
7298900010,640000,4,2.5,2970,34981,3
2781260070,388000,4,2.5,2560,5800,3
2154900330,234000,4,2.5,1820,8217,3
3649100304,400000,3,2.25,1740,11040,3
6798100661,340000,3,2.5,1212,1174,3
3861500340,279900,3,1.75,1580,6620,3
7773800015,750000,4,2.25,2420,11120,4
8562790480,654000,3,2.5,2220,2873,3
9417400110,390000,4,1,1280,4840,3
7853370250,625000,4,2.75,3010,6854,3
3888100029,475300,3,1,2110,10005,5
3383900057,500000,3,3.25,1490,902,3
6061400160,330000,4,2.25,1790,9920,4
1710400007,660000,3,2,1770,2150,3
4094800120,1815000,5,3,3880,13000,3
1529300410,365000,2,1,870,5689,4
6738700335,1695000,4,2.75,3770,10900,5
7853230270,435000,3,2.5,2370,6082,3
6837820330,300000,4,2.5,2450,8932,3
2731600080,454000,5,2.25,2550,9200,4
7202290160,435000,3,2.5,1560,3987,3
5649300120,597500,4,3,1890,35280,3
255520180,565000,3,2.5,4040,8653,3
7640400106,438400,2,1,1340,8100,4
8604900245,488000,2,2,1360,4688,3
6056110150,500000,2,2.5,1950,2162,3
1623049241,335000,3,1.75,2390,30409,3
1402600700,359900,4,2.25,2470,7698,3
2607760700,485000,4,2.5,2400,10364,3
9238480120,575000,4,2.75,2730,35075,3
3686900025,249000,3,1.75,1590,7535,5
1036000610,639500,3,1.75,2010,8072,4
6817800510,372500,3,1.5,1180,12324,3
8078700020,474900,3,2.25,1800,43647,4
1568100387,467000,3,2,1840,3432,3
4077800258,400000,3,1,1000,7800,4
7937900040,633000,5,2.75,3630,30570,3
2124049254,235000,2,1,670,5600,3
8860310120,740000,4,2,2800,8540,4
4139490190,1500000,4,3.5,4410,12426,3
5419000050,338500,4,2.5,2717,4513,3
984200540,290000,4,2.5,2050,9015,4
1023089019,452000,5,1.75,1830,47916,3
3127200036,590000,3,2.5,1990,8325,4
7504001320,570000,3,2.5,2420,11953,3
6414100482,500000,2,1,1630,12059,3
2767604254,425000,2,2.5,1140,1182,3
518500210,868500,3,2.5,2920,3942,3
1773600691,346500,3,1,1150,11802,4
4151800470,675000,3,2,1010,5973,5
3438501320,295000,2,2.5,1630,1368,3
123039376,535000,4,2.75,2360,15100,3
3948900050,616000,3,3.25,2130,2306,5
7280300080,510000,4,2.5,1840,7800,3
8079010220,440000,4,2.5,2350,7203,3
5318101565,1625000,4,3.25,2980,3600,3
1024039049,1015000,3,2.5,2920,34527,4
7214780020,595000,4,2.5,2360,43017,3
6798100610,425000,3,1.5,1190,8100,3
3999200310,674000,4,2.5,2810,11560,5
5456000570,1060000,3,2.75,2700,22343,4
7701450110,1038000,4,2.5,3770,10893,3
7856560380,760000,4,2.25,2500,8500,4
2525300200,215000,3,1,1160,10384,4
4136980090,537000,4,4.25,4883,26040,3
5647900650,500000,5,3,3720,25474,3
408100105,265000,3,1,800,5760,3
2997800075,649950,3,2.75,1670,1350,3
7454001210,239000,3,1,1040,6860,3
7974200820,865000,5,3,2900,6730,5
7967000150,353500,4,3,2050,4000,3
5649600464,343000,2,1.5,1100,1228,3
9274200324,545000,3,2.5,1740,1279,3
8655900100,230950,2,1,930,12724,4
3076500830,385195,1,1,710,6000,3
9268851020,735000,4,3.5,2340,2810,3
7972600430,355000,4,2,1870,3497,3
3876312490,435000,4,2.25,1910,8400,3
4365700330,275000,2,1.75,930,7080,3
806800400,275000,3,2.5,2710,5733,3
3740000010,575000,3,1.75,1720,5956,3
1245500099,702000,3,2.5,2190,8528,3
7215720420,640000,4,2.5,2210,7722,3
7548300731,559950,3,2.5,1660,1458,3
2600010390,825000,4,2.25,2430,10050,4
7920100025,450000,2,1,740,5100,4
8731901610,282000,3,2.25,2420,7548,4
823069044,833450,5,4,4460,269345,3
7549801395,349950,4,1.5,1420,6720,3
8691391090,716500,4,2.5,3290,6465,3
629800380,1450000,4,3.5,4360,24603,3
7950304065,260000,2,1,690,6000,3
3793400360,380600,3,2.5,1920,12244,3
7236100025,280000,3,1,1020,8400,4
7504020670,598000,5,2.25,2890,12478,3
1523059201,749700,3,1.75,2280,77972,3
522059299,300000,3,1.75,1280,12776,4
9368700031,195000,2,1,720,18000,3
7298040500,486000,4,2.5,3560,12047,3
3574800010,485000,4,2.75,1830,8384,3
2872900050,400000,3,2.5,1450,8064,3
2770606822,417000,3,2.5,1300,877,3
2206500395,417000,3,1.5,1340,10224,4
3295730040,587000,3,2.5,2150,5193,3
2143701015,290500,4,3.25,2510,7686,3
193300120,192000,3,1.75,1240,10361,3
3356406510,196440,3,2,1560,7352,3
4083306175,805000,3,1.75,1080,3200,4
8044200200,401000,2,1.5,1260,2625,4
1105000011,367777,5,3,2140,5937,3
5606000233,1000000,5,2.75,1510,5700,4
1402950190,321000,4,2.5,2430,5366,3
2867100007,485000,3,1,1260,3230,3
316000160,260000,3,1,1480,7469,3
7752000090,635000,4,1.75,2400,10050,5
8562900310,615000,3,1.75,2350,20820,4
6664000030,980000,4,2.25,2240,11034,3
6414100671,425000,3,1.75,2500,6840,3
9558040820,570000,6,3.75,4000,6015,3
1708400595,360000,5,1.75,1550,5225,4
4359100050,244000,3,1.5,1360,9625,3
2979801095,495800,4,1.5,1710,4600,3
3327000090,210000,4,1.75,1200,7680,3
1221059176,353000,4,2.75,2200,268329,3
8643200035,299900,3,1.75,1470,27000,3
715010130,1750000,6,4.25,5860,13928,3
1074100020,299000,3,1,1520,8320,3
2551500180,295000,3,1.75,1250,9486,4
2473390440,340000,3,2.25,1900,8125,3
8864000970,273500,4,1,1360,6000,4
1651500040,1980000,4,4,4360,12081,3
6648100010,392500,3,1.75,1540,8925,4
1370803640,619790,3,1.75,1040,5097,4
8929000060,351358,2,1.75,1210,1189,3
7852090390,715000,4,2.5,3020,7035,3
9264910920,298700,3,2.25,2110,7350,3
2312400230,257000,3,2.25,1810,12000,3
2592200030,650000,3,1.75,2920,9370,4
6163900821,304000,4,2,1310,8454,4
3389900800,395000,2,1.75,1400,2500,5
1923000030,1118000,4,2.5,3840,16619,4
1446403850,212000,2,1,790,7153,4
1786200010,456500,4,2.5,2580,11780,3
567000392,363000,2,2,920,1201,3
3293700221,280000,3,1,1260,7660,3
7695470120,610000,3,2.5,2260,33042,3
7511200020,509900,3,1.75,1690,53578,3
1118001295,2200000,4,3,3540,11098,3
7202330190,421200,3,2.5,1440,3060,3
3905010140,690000,4,2.5,2920,9904,4
6371000020,380000,2,2,1120,780,3
9477580030,962000,4,2.75,3340,5700,3
2126079046,390000,3,1.75,1220,216332,3
8700500020,324950,3,2.5,1560,9600,3
7550800945,526000,2,1,1450,4500,4
6163901150,346000,3,1.75,1590,9636,4
926069192,880000,4,3.25,4060,52707,4
9376301112,457000,2,2.5,1380,1329,3
9510310030,535000,4,2.75,2710,45963,3
9238430660,653000,3,2.25,2770,57745,3
2224700136,315000,4,1,1300,8400,4
1546600565,705000,6,2.75,2830,10579,4
324000530,459000,3,1,1320,5000,3
6300000400,320000,3,1,860,5060,3
1085622890,333490,4,2.5,2250,3916,3
7812800865,170000,2,1,810,9882,3
6821101732,550000,3,2.25,1230,875,3
2877102330,772000,4,2.5,2110,3750,3
6623400217,250000,3,1,1230,10350,4
7169500200,522500,2,2.25,1430,1210,3
7452500285,280000,2,1,720,5000,5
9536601045,227500,3,1,1540,9450,4
2558600060,429500,3,2.75,1650,7272,4
3964400120,512500,4,1.75,1620,4240,5
2734100734,216650,3,3.5,1540,1427,3
3630110510,571000,3,2.5,1920,3867,3
6662400105,375000,3,2.5,1580,5725,3
259800750,455000,3,1.5,1250,8004,3
8024201503,475000,2,1.75,1710,8645,4
9542840120,274500,3,2.25,1450,4050,3
9268850860,715000,5,3.25,2710,2356,3
5379805475,234999,3,1,1330,8912,3
3345700165,450000,3,2.25,2530,27227,3
7352200100,1360000,2,1.75,2620,14138,3
3886902590,470000,5,2,1900,6000,4
6669250100,512000,4,2.5,2600,4506,3
2201500490,435000,3,1,950,10080,4
4215250220,790000,3,2.5,3040,34670,4
9269200650,314000,2,1,720,4920,3
6146600175,129000,2,1,760,5240,3
3226049478,430000,4,1,1350,9000,4
4204400339,194000,3,1,1400,7955,3
3629910370,650000,3,2.5,2190,3600,3
192450300,309950,3,1.5,1200,15606,3
4047200820,250000,3,1,1640,26127,3
3630070010,310000,2,1,1050,2699,3
8656300385,305000,3,1,1710,19115,3
3971700981,415000,3,1.75,2650,7500,4
2581300010,1350000,4,3.25,3300,15907,5
5153200356,280000,4,1.75,2250,16000,3
2887701940,485000,2,1.75,2060,2700,3
4031000250,150000,3,1,1310,9612,3
7905200381,483000,2,1.75,1400,4720,4
6117501176,500000,4,2.5,2230,26989,4
3754501205,1085000,3,2.5,2840,7500,3
3755100520,465000,3,1.75,1490,10757,3
7215730120,606500,3,2.5,2170,5500,3
8946750140,282000,3,2.25,1552,3600,3
3995700250,393500,3,1.75,1600,8156,5
6626100260,700000,4,2.5,3100,36562,3
3546000070,255000,3,1.75,1700,7532,3
796000235,209950,2,1,1050,6250,4
2579500101,1387000,4,3.5,4010,10880,4
4037200295,525000,3,1.75,1520,8835,4
3904920600,560000,3,2.5,2280,12498,4
7856410020,998160,2,2.5,3010,16050,4
318900080,470000,4,1,1740,37238,4
8562770430,567500,3,2.5,2280,2502,3
8691370330,695000,4,2.75,2660,7389,3
5706200060,399950,3,1,1020,18050,3
8635750090,668500,4,2.5,2710,5500,3
3056800230,397000,4,2.5,1790,6590,3
1721059286,383000,4,2.5,2640,8055,3
1545803520,251000,3,2,1650,7930,4
2207200820,413107,3,1.5,1420,7520,4
1775800750,344000,3,1,1150,12402,4
9542800820,235000,3,2,1900,7980,4
8091670190,382495,3,2.5,1760,5390,3
952006783,399500,2,1.5,1180,1722,3
3751602329,215500,2,1.75,1220,15600,3
3260810590,349950,3,2.5,2240,7565,3
2767704649,425000,2,2.5,1320,1329,3
4365700130,210000,3,1,1660,7440,3
1761100300,220000,3,1.75,1230,7200,3
9550202870,417000,2,1.75,1090,4590,4
7520000520,240500,2,1,1240,12092,3
3303980660,1070000,4,3.75,4130,12320,3
2719100013,418000,2,1.5,1480,1349,3
3825310540,640000,4,2.5,2260,5172,3
9211500150,235000,3,1.75,1480,6592,4
8807600340,322000,3,1,1230,9660,3
492000532,279950,4,2.75,2420,8700,4
1546600020,760000,3,2.5,2280,12746,4
6929602721,95000,2,1,960,7000,3
2287400030,289659,4,2.25,2260,7200,4
1523069151,380000,2,1,1470,81021,4
8732190170,266000,4,2.25,1860,12693,3
6163901751,291500,3,1,880,9238,5
1925069199,835000,3,2.5,2720,13124,3
3275850020,781000,4,2.5,2590,8571,3
1826049094,426000,2,1,2230,11472,3
2623089141,476500,4,2.5,2250,50155,3
2591760070,503000,3,2.5,2190,4882,3
6181400920,286651,3,2.5,1830,4997,3
1797500230,1180000,4,3,2570,4000,3
1657000070,250000,3,2,1470,12096,4
4046500160,441000,3,2,1720,15000,3
6791400070,350000,3,2.5,2040,13590,3
4083304700,488000,3,1,1600,3200,3
8892900210,236000,3,1.75,1330,6301,3
1125069086,753000,3,2.5,3070,223463,3
9290850060,910000,4,2.5,3170,32430,3
2881700273,385000,4,2,1820,7102,3
629600030,630000,4,2.5,2510,35020,4
6072800170,2500000,4,4,3330,24354,4
6675500082,455000,3,2.5,1600,7829,3
8682290100,420250,3,2,1510,3657,3
9126100608,545000,4,3.5,1880,1341,3
1155640050,430000,4,1.75,1710,7724,3
7015200136,1000000,5,1,2010,5210,3
3025059089,950000,3,1.5,1700,8050,3
8097000170,335000,3,2.5,2260,8040,3
8021700030,371000,3,1.5,1420,4500,3
8714600145,540000,2,1.75,1240,4120,4
1250202255,647500,3,1.75,1290,3870,5
8077210350,639000,4,2.5,2210,9875,3
6979900390,565000,4,2.5,2440,22594,3
7237300610,315000,3,2.5,2200,5954,3
7234600820,552500,3,1.5,1300,1435,3
9471200200,2532000,4,4.25,5040,16048,3
6056110200,555000,3,3.5,2100,2479,3
8651443480,282000,3,1,1670,5200,5
1021000060,550500,2,1.5,930,7400,4
472000620,790000,3,2.5,2600,4750,4
7856640170,789900,3,2.5,3420,25150,4
3461000120,450000,4,1.75,1740,12204,3
2968801510,397950,4,1.75,2120,7620,3
2122039137,462500,3,2.5,1656,108900,4
3997500130,310000,2,1,770,8149,4
7519000170,690000,3,2.5,1300,5150,4
293720180,415000,3,2.5,1980,4274,3
2644900149,364000,2,1.5,1650,7311,3
1771000960,380000,3,1,1160,9375,3
7518505990,600000,3,1.75,1410,4080,4
1925059073,1300000,5,1.75,2130,19180,3
3626079032,396400,4,2.5,2120,215186,2
3578401210,557000,4,1.75,2660,11315,4
4151800265,550000,3,1,1010,6120,3
3365900462,265000,4,3,1730,7264,3
6817850040,825000,3,2.5,3280,26413,3
3438501150,300000,3,2,720,7598,5
5072400100,571000,4,2.25,2290,9900,4
1446401550,225000,3,1,660,6600,4
3262301355,1320000,3,2.75,2680,20104,5
5414100040,299950,2,1,800,3000,3
3235100080,260000,2,1,770,7906,4
5706500385,200000,2,1,1400,9600,4
3298700156,310000,3,2.5,1780,6771,3
5636010280,269950,3,2.5,1480,9743,4
3095000040,315000,1,0.75,770,4600,4
4058200985,472000,3,1.75,2180,7200,4
6070800050,710000,3,2.5,2330,9160,3
818100030,310000,4,2.5,1930,7014,3
4337000335,268750,4,1,800,8775,3
8562600260,432500,3,1.75,1470,7350,3
2919200665,734000,3,1.75,2145,3840,5
3528000545,844000,4,3.25,3090,67518,3
2328800130,220000,3,1.75,1900,7680,3
9274200318,568000,3,2.5,1740,1308,3
7203140360,359782,3,2.5,1850,3400,3
3423059153,785000,4,3,3370,100681,5
1245002391,1400000,5,4.25,4230,6907,3
8820903560,380000,2,1,700,4836,4
6825100015,437000,2,1.75,1500,6800,4
1761600150,358000,3,1.5,1250,7194,4
7589700106,460000,2,1.5,1790,3760,4
3762900020,342500,2,1.75,1210,7507,3
1423600300,249950,3,1.5,1090,7698,5
7686204675,248000,4,1,1010,7515,4
2197600451,631000,5,2,2270,2400,3
8835200790,280000,2,1,870,4025,3
5556300114,1320000,3,1.75,2040,42693,3
3995700245,285000,2,1,910,8155,4
2221800080,312500,4,2.5,2160,8755,3
4040500100,539000,7,2.25,2620,6890,4
5469501530,575000,3,2.25,3800,33825,4
2768100206,440000,3,2.25,1230,1097,3
3339400515,667000,3,2.75,2216,31215,3
4139440610,746000,3,2.5,2620,8950,3
4187000190,417000,3,2.5,2000,4500,3
9542600070,516000,3,3,2330,7304,3
9264901510,240000,3,1.75,1770,8571,3
1736800520,662500,3,2.5,3560,9796,3
3982700125,771000,4,2.5,2420,7200,3
3882320010,565000,4,2.5,2520,13156,3
3286800260,780000,5,2.5,3480,74052,4
425000230,150000,2,1,870,5700,4
1328320350,387500,4,2.5,3190,9856,3
5312100060,465000,4,2.5,2200,3141,3
3303950130,415000,3,2.5,2420,10733,3
290000055,720000,2,1,2020,7200,4
4128000020,419000,4,2.5,2690,7947,3
6431000206,835000,4,2,1910,6960,5
8825900245,678940,5,2.25,2610,4080,5
9215400105,450000,3,1.75,1250,5963,4
7211401610,165000,3,1,1120,5000,3
2473101070,315000,3,2,1500,7828,4
9189700255,165000,3,1,970,7503,4
4279600080,609000,6,3,2470,9267,3
3211230300,381500,2,2,2160,35183,3
7702600930,400000,3,2,1860,12944,3
1727510030,530000,3,2.25,1680,7262,5
5013500400,440000,4,1,1440,6678,3
7452500730,264950,2,1,1000,6000,3
4023500990,260000,3,1.5,1270,20700,2
7805460310,703770,4,2.25,2550,12918,3
7338401230,285000,3,1.75,1020,5000,5
7752000065,537000,3,1.75,1550,10050,5
1420700030,597157,7,4,2690,10880,4
3277801646,238000,3,2,1020,1204,3
7922900380,538000,3,1.75,1770,8050,4
1443500305,194990,6,2.5,1560,7144,3
3761100045,3000000,4,4.25,4850,12445,5
8648900060,509900,3,2.5,1790,2700,3
4027700006,405000,4,2.5,2670,20894,3
6303400965,220000,5,1,1260,8382,3
9103000365,915000,3,3.25,2660,4000,3
1704900206,465500,3,1.75,1890,7004,3
642150080,675900,3,2.5,2920,9096,3
3365900520,192500,3,1,1080,8580,3
9407001330,355000,3,1.75,2370,9750,4
3630080070,348000,3,2.5,1500,2255,3
9547200530,780000,6,4,3300,5720,3
1180005050,463000,4,2.75,1900,6000,3
3278600760,345000,3,2.5,1360,1489,3
1432700420,250000,3,1,1460,10914,4
2919201335,912000,4,3.75,1980,4095,3
2887701420,489000,2,1,850,2850,4
7852100110,490000,4,3,2640,5267,3
4440400125,228000,4,1.75,2000,6120,3
8898701340,290000,3,2.5,1190,8175,3
1196003740,734000,5,4.25,4110,42755,3
1241900028,880000,5,2.75,3020,9187,3
567000680,359000,3,3,1320,1071,3
1402900460,335000,4,2.75,2190,9209,4
7904700146,290000,2,1.5,770,850,3
7849201100,323000,3,1,1590,7759,4
8669160310,266000,3,2.5,1805,3402,3
2558650200,419950,3,2.25,2280,8500,4
7217400650,458500,3,1.5,1280,1920,3
3876200070,460000,3,3,1520,7500,3
2923501130,588000,4,2.25,2580,7344,3
4379600030,1325000,3,3.75,6400,76665,4
7987400316,255000,1,0.5,880,1642,3
6844700810,438924,3,1.5,1050,4590,3
2154970020,2351956,4,4.25,5010,19412,3
6790900110,563000,3,2.75,2340,16500,4
